featured,show-hide,url-evergreen,year-display,project-name_FULL,project-name,project-slug,project-addon,grant-id,organizations,full-description,short-statement,keywords,amount,amount-numeric,date-authorized,count,photo,website,superprogram,program,type,funding-round,first-letter,lookup,lookup2,wordpress-id,grouping,notes
FALSE,show,/projects/2014/#community-artlab,2014,Community ArtLab,Community ArtLab,community-artlab,"$500 » Mattress Factory, 2014 Hive sponsorship",1949-HIVE,Mattress Factory,"Community ArtLab, a project of Mattress Factory, was a summer learning event series that introduced young children to local artists and educators and enabled them to engage in hands-on, creative activities.  The museum hosted two different courses that reached a total of 40 young children.",,"courses, learning, museums, activities, artists, summer, mattress factory",$500,500,6/4/2014,1,,,Learning,Hive,sponsorship,,c,Learning_2014_Hive,Learning_Hive_show,16275,,
FALSE,show,/projects/f/#first-waves,2014,First Waves,First Waves,first-waves,"$5,000 » Paddle Without Pollution, 2014 Hive project support",1969-HIVE,Paddle Without Pollution,"First Waves, a project of Paddle Without Pollution in partnership with SurfSUP Adventures, taught teens facing adversity about surfing, filmmaking and conservation all at once. Teens recruited from Big Brothers, Big Sisters of Greater Pittsburgh took paddleboards out to surf the Stonycreek River at Greenhouse Park, using GoPro cameras to document their adventures. Then, the project moved downtown for a river clean-up event on the shores of the City of Pittsburgh with further filming. Finally, on the project's third day, teens visited Pittsburgh Filmmakers for a video editing workshop to complete their short films about how pollution threatens our waterways and our community's quality of life.",,"filmmaking, waterways, teens, surfing, greenhouse, surf, adventures","$5,000",5000,6/4/2014,1,,,Learning,Hive,project support,,f,Learning_2014_Hive,Learning_Hive_show,16355,,
TRUE,show,/projects/highlights/learning/#gardweeno,2014,Gardweeno,Gardweeno,gardweeno,"$5,000 » North Braddock Cares, Inc., 2014 Hive project support",1970-HIVE,"North Braddock Cares, Inc.","Gardweeno, a project of North Braddock Cares, Inc., was a living component of the child-centered Recycle Park in North Braddock that let local youth design, build, learn, grow and eat together. Creating and maintaining a garden of their own, teens used soil and atmospheric sensors connected to Teensy micro-computers that offered a digital pathway for data collection to complement and quantify their observations. Digging and planting, Teensy programming and graphic design, community lessons and blogging—Gardweeno presented them all to the youth of Braddock, as they share their hard work with the community around them.",Combining technology and gardening for youth in Braddock as they build a tech-driven community garden to compliment and quanitfy their gardening observations.,"pathways, observations, teens, plantings, lessons, digging, complement, components, youth","$5,000",5000,6/4/2014,1,/photos/projects/gardweeno.jpg,,Learning,Hive,project support,,g,Learning_2014_Hive,Learning_Hive_show,16356,,"Year Feature, Program FEature"
FALSE,show,/projects/2014/#power-connections,2014,Power Connections,Power Connections,power-connections,"$500 » PAEYC, 2014 Hive sponsorship",1961-HIVE,PAEYC,"Power Connections, a project of TekStart fiscally sponsored by PAEYC, expanded on a remote-controlled car design and building program offered by TekStart and its partner organizations Righteous Beginnings Learning Center, United Ray Corvette Club, and Ronin Motor Club. Participating youth learned how to build remote controlled cars using Lego Power Functions kits, design and construct a race circuit for the cars, and document and publish their races. The Power Connections event was a final “car show” for the projects, involving approximately 20 adults and 30 children ages 6-12.",,"motors, corvette, kits, connections, circuits, races, lego",$500,500,6/4/2014,1,,,Learning,Hive,sponsorship,,p,Learning_2014_Hive,Learning_Hive_show,16277,,
TRUE,show,/projects/highlights/learning/#ymca-lighthouse-summer-music-project,2014,YMCA Lighthouse Summer Music Project,YMCA Lighthouse Summer Music Project,ymca-lighthouse-summer-music-project,"$5,000 » YMCA Greater Pittsburgh, 2014 Hive project support",1975-HIVE,YMCA Greater Pittsburgh,"YMCA Lighthouse Summer Music Project, a project of YMCA Greater Pittsburgh, was a six-week long music video project where teens created a song and video tackling a community or social issue relevant to their lives. Two groups of students, based out of the Homewood YMCA and the Hazelwood YMCA will research, wrote and recorded a song, then filmed and edited a video to be shared online, all using professional audio/visual technology. The YMCA Lighthouse Summer Music Project taught students about music and video production, encouraged teamwork and collaboration, and made a case for activism and advocacy in each student's community.","Teaching students about music and video production, encouraging teamwork and collaboration, and making a case for activism and advocacy in each student's community.","song, ymca, summer, activism, advocacy, teamwork, lighthouse, collaborations","$5,000",5000,6/4/2014,1,/photos/projects/ymca-lighthouse-summer-music-project.jpg,,Learning,Hive,project support,,y,Learning_2014_Hive,Learning_Hive_show,16270,,"Year Feature, Program FEature"
FALSE,show,/projects/b/#build-your-own-desk-project,2014,Build Your Own Desk Project,Build Your Own Desk Project,build-your-own-desk-project,"$5,000 » Holy Family Institute, 2014 Hive project support",1968-HIVE,Holy Family Institute,"Build Your Own Desk Project, a project of Holy Family Institute, allowed ninth grade students at Holy Family Academy to build their own desks to be used throughout their high school career. The project provided students an opportunity to develop hard skills (designing & building), soft skills (teamwork & communication) and dispositions (self-confidence & persistence), preparing students for high school with the skills needed to succeed - and a desk to do it with! The Build Your Own Desk Project partnered with the PA Carpenter's Union, the United Way of Allegheny County and TechShop Pittsburgh, giving students a well-rounded, professional experience to kick off their educations at Holy Family.",,"desks, teamwork, amp, holy, self-confidence, carpenter, educations","$5,000",5000,6/30/2014,1,,,Learning,Hive,project support,,b,Learning_2014_Hive,Learning_Hive_show,16605,,
,show,/projects/2014/#hilltop-makers-celebration-and-showcase,2014,Hilltop Maker's Celebration and Showcase,Hilltop Maker's Celebration and Showcase,hilltop-makers-celebration-and-showcase,"$500 » YMCA Greater Pittsburgh (Hilltop), 2014 Hive sponsorship",2087-HIVE,YMCA Greater Pittsburgh (Hilltop),"Hilltop Maker's Celebration and Showcase, a project of YMCA Greater Pittsburgh (Hilltop), was a Maker Party event that occured at the Hilltop Computer Center in Knoxville on Thursday, August 7, 2014 and engaged approximately 150 youth participants in hands-on making and digital learning activities.",,"hilltop, ymca, participants, showcases, computers, knoxville, celebrations, thursdays, youth",$500,500,7/31/2014,1,,,Learning,Hive,sponsorship,,h,Learning_2014_Hive,Learning_Hive_show,,,
,show,/projects/2014/#makers-place-maker-party,2014,The Maker's Place: Maker Party,The Maker's Place: Maker Party,makers-place-maker-party,"$500 » Bible Center Church, Inc., 2014 Hive sponsorship",2086-HIVE,"Bible Center Church, Inc.","The Maker's Place: Maker Party, a project of Bible Center Church, Inc., was the end of summer celebration for teens at The Maker's Place. The teens and mentors sold the products they created. Maker Party was held at Bible Center's W.A.R.M. (worship, arts, recreation, and ministry) Center in August 2014.",,"worship, makers, mentors, teens, celebrations, arts, ministry, recreation, inc",$500,500,7/31/2014,1,,,Learning,Hive,sponsorship,,m,Learning_2014_Hive,Learning_Hive_show,,,
FALSE,show,/projects/b/#bulldogs-on-bikes,2014,Bulldogs on Bikes,Bulldogs on Bikes,bulldogs-on-bikes,"$12,000 » The Neighborhood Academy, 2014 Hive project support",2033-HIVE,The Neighborhood Academy,"Bulldogs on Bikes, a project of The Neighborhood Academy, was a cycling program that allowed low-income, underserved students to participate in cyclocross activities that would be otherwise financially prohibitive. The program had both athletic and artistic aspects, not only teaching students about the cyclocross and other cycle racing, but also allowing them to design, build and decorate their own bike which they could keep at the completion of the program. In that, Bulldogs on Bikes promoted both physical and mental well-being, encouraging teens to be active in sport and in art.",,"bulldogs, cycling, well-being, racing, academy, sports, completion, neighborhoods","$12,000",12000,9/2/2014,1,,,Learning,Hive,project support,,b,Learning_2014_Hive,Learning_Hive_show,17503,,
FALSE,show,/projects/2014/#maker-party-at-assemble,2014,Maker Party at Assemble,Maker Party at Assemble,maker-party-at-assemble,"$500 » Assemble, 2014 Hive sponsorship",2113-HIVE,Assemble,"Maker Party at Assemble, a project of Assemble, was an outer-spaced themed maker party inviting people of all ages to celebrate the growing DIY maker culture in Pittsburgh. Attendees had a chance to create their own planet, use Mozilla Webmaker to make an online space exploration journal, and produce images in a rocketship photobooth. The event took place at Assemble and engaged approximately 70 people.",,"mozilla, attendees, online, diy, explorations, images, journals, planet, ages",$500,500,9/2/2014,1,,,Learning,Hive,sponsorship,,m,Learning_2014_Hive,Learning_Hive_show,17530,,
FALSE,show,/projects/2014/#tedxyouthhotmetalbridge,2014,TEDxYouth@HotMetalBridge,TEDxYouth@HotMetalBridge,tedxyouthhotmetalbridge,"$1,000 » The Ellis School, 2014 Hive sponsorship",2118-HIVE,The Ellis School,"TEDxYouth@HotMetalBridge, a project of The Ellis School, was an independent, youth-oriented TEDx conference that empowered young people to speak on important world issues. Speakers discussed problems and challenges facing the Millennial generation, and the event then included break-out sessions for youth to design solutions.",,"challenges, solutions, youth, issues, sessions, problems, conferences, break-out","$1,000",1000,9/2/2014,1,,,Learning,Hive,sponsorship,,t,Learning_2014_Hive,Learning_Hive_show,17518,,
FALSE,show,/projects/w/#water-design-challengedive-in,2014,Water Design Challenge—Dive In!,Water Design Challenge—Dive In!,water-design-challengedive-in,"$13,500 » Mt. Lebanon School District, 2014 Hive project support",2043-HIVE,Mt. Lebanon School District,"Water Design Challenge - Dive In!, a project of Mt. Lebanon School District, asked students to explore real world water issues both locally and globally. The program had students collaborate as part of a ""water task force"" to tackle those issues in physical and virtual spaces while at the same time, learning about civic engagement. As part of their participation in the Challenge, students connected with Clean Water Action, the 9-Mile Run Watershed, Stormworks, and 3Rivers Wet Weather to learn about what it takes in the real world to deal with important water issues.",,"rivers, issues, dive, challenges, spaces, participation, mile, engagement","$13,500",13500,9/2/2014,1,,,Learning,Hive,project support,,w,Learning_2014_Hive,Learning_Hive_show,17504,,
FALSE,show,/projects/c/#cook-grow-garden,2014,"Cook, Grow, Garden","Cook, Grow, Garden",cook-grow-garden,"$15,000 » Children's Museum of Pittsburgh, 2014 Hive project support",2044-HIVE,Children's Museum of Pittsburgh,"Cook, Grow, Garden, a project of Children's Museum of Pittsburgh, was a series of three youth-oriented programs that all focused on food. The first two programs, Youth Cook and Youth Grow, both invited students to work with food grown in the Museum's four on-site and community gardens, teaching them about cultivation and cooking, from recipe writing to floral arranging. The third program, Tripoli Street Garden Nights/Days, was a twice-weekly volunteer gardening experience at the Museum's largest garden, a quarter acre lot on Tripoli Street named Food City. Together, these three programs gave youth on the North Side an opportunity to learn about where their food comes from and how they can make more informed decisions about the things they cook and eat.",,"cook, foods, tripoli, museums, gardening, recipes, cooking, cultivation","$15,000",15000,10/2/2014,1,,,Learning,Hive,project support,,c,Learning_2014_Hive,Learning_Hive_show,17917,,
FALSE,show,/projects/2014/#crossing-fences-oral-history-celebrations-2014,2014,Crossing Fences Oral History Celebrations 2014,Crossing Fences Oral History Celebrations 2014,crossing-fences-oral-history-celebrations-2014,"$1,500 » SLB Radio Productions, Inc., 2014 Hive sponsorship",2191-HIVE,"SLB Radio Productions, Inc.","Crossing Fences Oral History Celebrations 2014, a project of SLB Radio Productions, convened youth and adult participants of SLB's Crossing Fences Oral History program to celebrate the completion of the program. Approximately 300 people attended the series of four events during November 2014.",,"celebrations, completion, participants, youth, radio, productions, slb","$1,500",1500,10/31/2014,1,,,Learning,Hive,sponsorship,,c,Learning_2014_Hive,Learning_Hive_show,19209,,
FALSE,show,/projects/f/#from-note-to-finish,2014,From Note to Finish,From Note to Finish,from-note-to-finish,"$12,000 » Ion Sound Project, 2014 Hive project support",2101-HIVE,Ion Sound Project,"From Note to Finish, a project of IONsound Project, supported music students from North Allegheny and Pittsburgh CAPA high schools in collaborative composition and performance of their own music both in their schools and in the community. Students were mentored by Pittsburgh-based professional composers and educators in a student-led, collaborative learning environment.",,"learning, schools, composers, composition, allegheny, environments, performances","$12,000",12000,10/31/2014,1,,,Learning,Hive,project support,,f,Learning_2014_Hive,Learning_Hive_show,19207,,
FALSE,show,/projects/h/#high-school-outdoor-learning-environment-hole-uniontown,2014,High School Outdoor Learning Environment (H.O.L.E.) Uniontown,High School Outdoor Learning Environment (H.O.L.E.) Uniontown,high-school-outdoor-learning-environment-hole-uniontown,"$15,000 » Uniontown Area School District, 2014 Hive project support",2104-HIVE,Uniontown Area School District,"High School Outdoor Learning Environment (H.O.L.E.) Uniontown, a project of Uniontown Area School District, provided a high quality outdoor environment in the courtyard of the Uniontown High School. The project modeled and incorporated the principles of universal designs for learning, creating a flexible space that accommodated individual learning differences and increased students' access to hands-on STEAM concepts.",,"environments, concepts, principles, universal, courtyard, designs, quality, differences","$15,000",15000,10/31/2014,1,,,Learning,Hive,project support,,h,Learning_2014_Hive,Learning_Hive_show,19208,,
TRUE,show,/projects/highlights/learning/#media-empowerment-student-summit-mess,2014,Media Empowerment Student Summit (M.E.S.S.),Media Empowerment Student Summit (M.E.S.S.),media-empowerment-student-summit-mess,"$5,000 » Carnegie Mellon University, 2014 Hive project support",2121-HIVE,Carnegie Mellon University,"Media Empowerment Student Summit (M.E.S.S.), a project of Hear Me at Carnegie Mellon University, was a student summit hosted by Hear Me and partners that brought youth media, advocacy, and development groups together at the Robotics Institute at Carnegie Mellon. The M.E.S.S. featured learning tracks on media and making, the power of voice, agency, and civic participation, and demonstrations. At the Summit youth were given a chance to lead many of the workshops, present their methodologies, build consensus, and share media practices among one another and strategic adults.","Connecting youth to new ideas about education and student rights, and giving youth new ways to empower themselves with free and accessible media creation tools.","carnegie mellon university, advocacy, workshops, media, empowerment, methodologies, youth, learning, demonstrations","$5,000",5000,10/31/2014,1,/photos/projects/media-empowerment-student-summit-mess.jpg,,Learning,Hive,project support,,m,Learning_2014_Hive,Learning_Hive_show,19202,,"Year Feature, Program FEature"
FALSE,show,/projects/2014/#coming-soon-gallery-exhibit,2014,“Coming Soon” Gallery Exhibit,“Coming Soon” Gallery Exhibit,coming-soon-gallery-exhibit,"$1,000 » Community Reel Arts Center, 2014 Hive sponsorship",2200-HIVE,Community Reel Arts Center,"“Coming Soon” Gallery Exhibit, a project of Community Reel Arts Center, was an original movie poster exhibit and interior wall restoration project at the Parkway Theater in Stowe. High School students from Sto-Rox and other nearby schools created posters for upcoming films being shown at the Parkway Theater, which was undergoing a gradual restoration into a community meeting place and neighborhood movie house.",,"restoration, movies, exhibits, posters, parkway, films, gallery, interior","$1,000",1000,12/31/2014,1,,,Learning,Hive,sponsorship,123,c,Learning_2014_Hive,Learning_Hive_show,19714,,
FALSE,show,/projects/e/#environmental-entrepreneurs,2014,Environmental Entrepreneurs,Environmental Entrepreneurs,environmental-entrepreneurs,"$11,000 » Pennsylvania Resources Council, 2014 Hive project support",2177-HIVE,Pennsylvania Resources Council,"Environmental Entrepreneurs, a project of Pennsylvania Resources Council, was a program targeted at eleventh-grade students on the Environmental track at Pittsburgh's SciTech Academy. The program encouraged students to actively engage in finding solutions for local environmental problems including watershed issues, environmental toxins, urban habitat, and waste reduction. Students used this knowledge to create products or innovative ideas for use in the community or by local nonprofits.",,"toxins, habitats, entrepreneurs, watersheds, solutions, reduction, resources, academy, ideas","$11,000",11000,12/31/2014,1,,,Learning,Hive,project support,123,e,Learning_2014_Hive,Learning_Hive_show,19711,,
FALSE,show,/projects/f/#flipdesk,2014,flipDESK,flipDESK,flipdesk,"$5,000 » Chartiers Valley School District, 2014 Hive project support",2181-HIVE,Chartiers Valley School District,"flipDESK, a project of Chartiers Valley School District, was a project focused on providing a compelling solution for the current intersection of technology and learning in educational environments. Led by a team of high school students, the flipDesk prototype offered educational institutions a cost-effective, durable, multi-functional student desk that combined both a traditional desk workspace with a powerful, built-in, touch interface computer with cloud-based content connectivity. Through a prototyping experience, participating youth took a product idea through the entire process of research and development, building and manufacturing, testing, refining, and, finally presenting to the public. The prototype building experience also provided fellow students with educational opportunities as they assisted with photo documentation, parts manufacturing, product testing, and generation of informational and promotional materials.",,"prototyping, prototype, testing, connectivity, interfaces, products, desks, refining, computers","$5,000",5000,12/31/2014,1,,,Learning,Hive,project support,,f,Learning_2014_Hive,Learning_Hive_show,19669,,
FALSE,show,/projects/p/#pittsburgh-student-activist-coalition-pghsac,2014,Pittsburgh Student Activist Coalition (PghSAC),Pittsburgh Student Activist Coalition (PghSAC),pittsburgh-student-activist-coalition-pghsac,"$8,000 » Three Rivers Community Foundation, 2014 Hive project support",2176-HIVE,Three Rivers Community Foundation,"Pittsburgh Student Activist Coalition (PghSAC), a project of Three Rivers Community Foundation, created a network for youth activism and provided a platform to access decision-makers to affect social, political, and educational change. PghSAC was a group of high school age youth that served as a resource for city leadership and other decision makers to help inform youth policy decisions while representing as many youth perspectives as possible.",,"decisions, activism, leadership, activists, coalition, decision-makers, perspectives, resources","$8,000",8000,12/31/2014,1,,,Learning,Hive,project support,122,p,Learning_2014_Hive,Learning_Hive_show,19710,,
FALSE,show,/projects/2014/#digital-badging-for-early-childhood-educators,2014,Digital Badging for Early Childhood Educators,Digital Badging for Early Childhood Educators,digital-badging-for-early-childhood-educators,"$25,000 » Fred Rogers Center, 2014 Remake Learning research",1864-KCN,Fred Rogers Center,"Digital Badging for Early Childhood Educators, a project of Fred Rogers Center, worked to develop and recognize 21st Century workforce skills for early childhood educators by creating, managing, evaluating and sustaining a digital badging ecosystem for professional development and credentialing. As digital badging became an ever more present tool of the modern learning landscape, the Fred Rogers Center capitalized on the movement to support and empower early childhood educators through a series of professional development programs that were incentivized by the earning of digital badges expressing expertise in specific fields and competencies. ",,"badging, competencies, expertise, workforce, childhood, badges, skills, rogers, fred","$25,000",25000,1/10/2014,1,,,Learning,Remake Learning,research,,d,Learning_2014_Remake Learning,Learning_Remake Learning_show,14520,,
FALSE,show,/projects/2014/#feast-on-good,2014,FEAST on Good,FEAST on Good,feast-on-good,"$750 » The Saxifrage School, 2014 Remake Learning sponsorship",1811-KCN,The Saxifrage School,"FEAST on Good, a project of The Saxifrage School, was the Pittsburgh-specific arm of the national FEAST Conference, which annually gathered remarkable entrepreneurs, radicals, doers and thinkers who brought their talents to the table to make life better. At the conference for makers and visionaries, speakers didn’t just speak: they challenged the audience with some of the most important and ambitious issues in the world; and attendees didn’t just sit back: they rolled up their sleeves and created solutions in response. Involvement in Pittsburgh featured a global conversation between learning leaders via Twitter about why it is so hard to turn what you learn at school into real-world skills.",,"feast, attendees, entrepreneurs, thinkers, makers, twitter, sleeves, talents, via",$750,750,1/10/2014,1,,,Learning,Remake Learning,sponsorship,,f,Learning_2014_Remake Learning,Learning_Remake Learning_show,14522,,
FALSE,show,/projects/h/#handbook-for-student-voice,2014,Handbook for Student Voice,Handbook for Student Voice,handbook-for-student-voice,"$5,000 » The Saxifrage School, 2014 Remake Learning project support",1813-KCN_2,The Saxifrage School,"Handbook for Student Voice, a project of The Saxifrage School, was the final project of Timothy Cook's 2013 Remake Learning Fellowship. This living resource document gave students greater agency in their education. The handbook was represented in both print and digital formats as an open-ended, remixable resource created through open-source means for students and teachers alike to examine their learning practices, while at the same time providing structure to the new and innovative method of learning for which it plans. The Handbook explores how the education system works and what educational reforms concerning policy, technology and pedagogy can be made to improve it for future generations, making sure to give students a powerful voice in these decisions that affect them so greatly.",,"pedagogy, teachers, handbook, open-source, resources, fellowship, formats, aims, technology","$5,000",5000,1/10/2014,1,,,Learning,Remake Learning,project support,,h,Learning_2014_Remake Learning,Learning_Remake Learning_show,14515,,
FALSE,show,/projects/m/#multimodality-problem-solution-roundtable-comic,2014,Multimodality Problem-Solution Roundtable & Comic,Multimodality Problem-Solution Roundtable & Comic,multimodality-problem-solution-roundtable-comic,"$5,000 » Carnegie Mellon University, 2014 Remake Learning project support",1814-KCN_2,Carnegie Mellon University,"Multimodality Problem-Solution Roundtable & Comic, a project of Carnegie Mellon University, was the final project William Penman's 2013 Remake Learning Fellowship. The project involved a series of roundtable discussions where the subject of multimodal literacy was broached with teachers of youth in Pittsburgh's libraries, science centers, and afterschool programs. The findings of these roundtable discussions, bolstered by Penman's own academic research paper on the topic, was then translated into a large, narrative, infographic-style cartoon to be shared freely online as a resource for learning about the issues inherent in multimodal learning and how to work to answer them.",,"discussions, roundtable, literacy, topics, libraries, resources, fellowship, cartoon, remake","$5,000",5000,1/10/2014,1,,,Learning,Remake Learning,project support,,m,Learning_2014_Remake Learning,Learning_Remake Learning_show,14518,,
FALSE,show,/projects/r/#recipes-for-remarkable-learning-experiences,2014,Recipes for Remarkable Learning Experiences,Recipes for Remarkable Learning Experiences,recipes-for-remarkable-learning-experiences,"$50,000 via 10 grants, 2014 Remake Learning project support",!2014-10-01_multi(10)_recipes-for-remarkable-learning-experiences,,"In November of 2013, Sprout funded ten Recipes for Remarkable Learning Experiences—lesson plans shared via a digital ""cookbook"" to improve learning experiences locally and around the world.",,"recipes, learning, experiences, via, plans","$50,000",50000,1/10/2014,10,,,Learning,Remake Learning,project support,,r,Learning_2014_Remake Learning,Learning_Remake Learning_show,14530,,
FALSE,show,/projects/r/#remake-learning-fellowship---junlei-li-st-vincent-college,2014,Remake Learning Fellowship - Junlei Li & St. Vincent College,Remake Learning Fellowship,remake-learning-fellowship---junlei-li-st-vincent-college,"$15,000 » Junlei Li & St. Vincent College, 2014 Remake Learning fellowship",1650-KCN,Junlei Li & St. Vincent College,"Junlei Li’s Remake Learning Fellowship, a project of St. Vincent College, studied how classroom innovation is delivered to students. With his experience with the Children's Innovation Project, PAEYC, and the Fred Rogers Company, Li's project helped to develop and define strategies and guidelines that focus efforts to communicate about the innovative learning movement. Through this, the project developed a discipline for the movement and disseminated results to a national audience to foster greater focus and growth.",,"innovation, focus, fellowship, psychology, mediums, aims, classrooms, contexts","$15,000",15000,2/7/2014,1,,,Learning,Remake Learning,fellowship,,r,Learning_2014_Remake Learning,Learning_Remake Learning_show,14870,,
,show,/projects/2014/#2014-dml-conference-stipend,2014,2014 DML Conference Stipend,2014 DML Conference Stipend,2014-dml-conference-stipend,"$1,500 » South Fayette Township School District, 2014 Remake Learning conference stipend",1902-KCN,South Fayette Township School District,"2014 DML Conference Stipend, a project of South Fayette Township School District, enabled Aileen Owens, Director of Technology and Innovation at South Fayette School District, to present at the 2014 DML Conference in Boston, MA from March 6-9, 2014. The annual DML Conference was an opportunity for educators, practitioners and entrepreneurs to come together on digital media learning. At the conference, Aileen presented a panel discussion alongside students from the South Fayette School District focusing on the development of South Fayette’s STEAM Studio and the usefulness of maker culture in creating robust learning pathways.",,"educators, innovation, creativity, entrepreneurs, practitioners, stipend, conferences, usefulness, pathways","$1,500",1500,3/5/2014,1,,,Learning,Remake Learning,conference stipend,,num,Learning_2014_Remake Learning,Learning_Remake Learning_show,,,
,show,/projects/2014/#dml-2014-conference-stipend,2014,DML 2014 Conference Stipend,DML 2014 Conference Stipend,dml-2014-conference-stipend,"$1,100 » Carnegie Mellon University, 2014 Remake Learning conference stipend",1901-KCN,Carnegie Mellon University,"DML 2014 Conference Stipend, a project of Carnegie Mellon University, enabled Jessica Kaminsky, Co-director of Hear Me at Carnegie Mellon University’s CREATE Lab, to present at the 2014 DML Conference in Boston, MA from March 6-9, 2014. The annual DML Conference was an opportunity for educators, practitioners and entrepreneurs to come together on digital media learning. At the conference, Jessica presented on behalf of Hear Me as part of the theme, “Beyond Youth Voice: Transforming Adults, Youth, and Systems for Inclusive Social Change”.",,"educators, creativity, youth, labs, carnegie mellon university, kids, stipend, practitioners, conferences","$1,100",1100,3/5/2014,1,,,Learning,Remake Learning,conference stipend,,d,Learning_2014_Remake Learning,Learning_Remake Learning_show,,,
,show,/projects/2014/#iste-2014-conference-stipend---arts-education-collaborative,2014,ISTE 2014 Conference Stipend - Arts Education Collaborative,ISTE 2014 Conference Stipend,iste-2014-conference-stipend---arts-education-collaborative,"$900 » Arts Education Collaborative, 2014 Remake Learning conference stipend",1904-KCN,Arts Education Collaborative,"ISTE 2014 Conference Stipend - Arts Education Collaborative, a project of Arts Education Collaborative, enabled Jamie Kasper, Associate Director of Arts Education Collaborative, to attend the 2014 International Society for Technology Education Annual Conference in Atlanta, GA from June 28 – July 1, 2014.  The annual ISTE Conference provided a forum to learn, exchange ideas, and survey the field of cutting-edge educational technology.  At the conference, Jamie led a Special Interest Group for Arts Educators and moderated a panel session with the staff of the Arts Education Partnership.",,"educators, technology, creativity, stipend, international society, conferences, forums, jamie, kids",$900,900,3/5/2014,1,,,Learning,Remake Learning,conference stipend,,i,Learning_2014_Remake Learning,Learning_Remake Learning_show,,,
,show,/projects/2014/#naea-convention-stipend,2014,NAEA Convention Stipend,NAEA Convention Stipend,naea-convention-stipend,"$1,500 » Mattress Factory, 2014 Remake Learning conference stipend",1903-KCN,Mattress Factory,"NAEA Convention Stipend, a project of Mattress Factory, enabled Felice Cleveland, Director of Education at the Mattress Factory, to present at the 2014 National Art Education Association Convention in San Diego, CA from March 28-31, 2014. The annual NAEA Convention was the largest art education convention in the world, providing substantive professional development services to improve visual arts instruction in American schools. At the convention, Felice participated in a panel discussion on the topic “Partners in Art: Museums and Artists Working Together to Create Experiences for Multi-Generational Audiences.”",,"museums, convention, creativity, topics, stipend, instruction, arts, panels","$1,500",1500,3/5/2014,1,,,Learning,Remake Learning,conference stipend,,n,Learning_2014_Remake Learning,Learning_Remake Learning_show,,,
,show,/projects/2014/#summit-to-reconnect-learning-stipend,2014,Summit to Reconnect Learning Stipend,Summit to Reconnect Learning Stipend,summit-to-reconnect-learning-stipend,"$1,500 » University of Pittsburgh, 2014 Remake Learning conference stipend",1899-KCN,University of Pittsburgh,"Summit to Reconnect Learning Stipend, a project of University of Pittsburgh, enabled Tom Akiva, Assistant Professor at the University of Pittsburgh’s School of Education, to attend the Summit to Reconnect Learning in Redwood City, CA from February 12-13, 2014. The Summit to Reconnect Learning brought together the brightest minds in the Connected Learning world to build a shared vision for Open Badges. Tom attended the summit to take part in the conversations about badge-based learning and to represent Hive Pittsburgh and the Pittsburgh Kids+Creativity Network.",,"kids, creativity, tom, conversations, minds, stipend, network, hives","$1,500",1500,3/5/2014,1,,,Learning,Remake Learning,conference stipend,,s,Learning_2014_Remake Learning,Learning_Remake Learning_show,,,
,show,/projects/2014/#us-play-coalition-2014-conference-stipend,2014,US Play Coalition 2014 Conference Stipend,US Play Coalition 2014 Conference Stipend,us-play-coalition-2014-conference-stipend,"$1,000 » PAEYC, 2014 Remake Learning conference stipend",1900-KCN,PAEYC,"US Play Coalition 2014 Conference Stipend, a project of PAEYC, enabled Cara Ciminillo, Operations Director, and Ernie Dettore, Professional Development Instructor, of the Pittsburgh Association for the Education of Young People (PAEYC), to attend the US Play Coalition 2014 Conference on the Value of Play in Clemson, SC from February 16-19, 2014. The US Play Coalition’s annual conference focused on “The Value of Play: Collaboration and Creativity”, addressing our ability to create partnerships between schools, businesses and community centers. Cara and Ernie attended the conference to make connections with the national movement toward advancing play in children’s lives, and to get ideas for how play organizations can work more collaboratively here at home. Additionally, immediately following the conference, Cara and Ernie traveled to Baltimore, MD to present at KaBOOM’s annual staff retreat (100+ staff).",,"clemson, creativity, staff, instructors, partnerships, ernie, stipend","$1,000",1000,3/5/2014,1,,,Learning,Remake Learning,conference stipend,,u,Learning_2014_Remake Learning,Learning_Remake Learning_show,,,
FALSE,show,/projects/g/#gigaplanning,2014,GigaPlanning,GigaPlanning,gigaplanning,"$10,000 » ASSET STEM Education, 2014 Remake Learning project support",1880-KCN,ASSET STEM Education,"GigaPlanning, a project of ASSET STEM Education, used GigaPan photography and images to introduce technology concepts to students through interactive, hands-on activities that promoted interest in STEM subjects. Developed in part by Carnegie Mellon University and NASA, GigaPan technology allowed users to take and explore ultra-high resolution photographs and share them online in a cooperative community. ASSET STEM Education's GigaPlanning program educated teachers through professional development workshops about the technology and how to implement it in the classroom to teach students about robotics, digital photography and computer technology. The lesson plans that program participants developed were then archived and shared with other educators in future workshops and online, helping to build an infrastructure for learning with the interactive technology.",,"workshops, classrooms, educators, online, photography, robotics, carnegie mellon university, teachers, learning","$10,000",10000,3/7/2014,1,,,Learning,Remake Learning,project support,,g,Learning_2014_Remake Learning,Learning_Remake Learning_show,14997,,
